task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	rchar	wchar
113	f7/f49f6f	20e6e8e7-5e00-4936-9126-4845e2d3e0a7	sourmash_compute_sketch (SRR4051017_pass)	CACHED	0	2019-03-09 17:56:45.782	11m 59s	1m 16s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
81	57/5a5cdd	64e40b87-2be2-4f41-8ea1-a7e6d2502e0d	sourmash_compute_sketch (SRR4050459_pass)	CACHED	0	2019-03-09 17:56:48.516	28m 56s	2.8s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
110	c3/876522	6d12e1c1-d33f-4d83-91ad-468f1b2dfe70	sourmash_compute_sketch (SRR4051015_pass)	CACHED	0	2019-03-09 17:56:47.164	12m 5s	5m 36s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
107	46/26fe21	3c5cb747-bd92-457e-ab1b-63ef244756e3	sourmash_compute_sketch (SRR4051013_pass)	CACHED	0	2019-03-09 17:56:46.667	12m 3s	4m 31s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
75	ca/b6f2be	4b6a554c-fe1e-476d-b69d-441068ed69f1	sourmash_compute_sketch (SRR4050454_pass)	CACHED	0	2019-03-09 17:56:46.085	12m	5m 46s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
111	8e/2aca56	b3b849dc-b307-4d1f-a5ca-358e20239e37	sourmash_compute_sketch (SRR4051012_pass)	CACHED	0	2019-03-09 17:56:47.451	12m 7s	4m 21s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
47	bd/11acda	c022e20b-fc0e-4952-ad62-83db86cff448	sourmash_compute_sketch (SRR4050425_pass)	CACHED	0	2019-03-09 17:56:47.897	12m 12s	7m 40s	0.0%	3 MB	19.3 MB	7.5 KB	0
20	6e/460ba4	2d04196e-b1ed-4b3c-8794-d151e3211e23	sourmash_compute_sketch (SRR4050397_pass)	CACHED	0	2019-03-09 17:56:46.384	12m 2s	6m 19s	0.0%	2.9 MB	19.3 MB	7.5 KB	0
2	e2/516d78	e5b1ae13-471c-4269-9480-b17ab0d8517f	sourmash_compute_sketch (SRR4050384_pass)	CACHED	0	2019-03-09 17:56:46.456	12m 3s	6m 49s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
104	b1/c10c22	f260df8c-8ea7-4d4b-991c-0b8a9b0c0923	sourmash_compute_sketch (SRR4051008_pass)	CACHED	0	2019-03-09 17:56:51.483	29m 10s	3m 22s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
93	11/8df751	3ea15ce1-1265-4cda-b1a5-3520218b3447	sourmash_compute_sketch (SRR4050998_pass)	CACHED	0	2019-03-09 17:56:46.364	12m 2s	1m 48s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
87	19/b7f10f	0cdc1b5a-3e32-4a0e-82f5-47f0367bbb05	sourmash_compute_sketch (SRR4050465_pass)	CACHED	0	2019-03-09 17:56:47.767	12m 11s	3m 22s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
109	0f/d80bb0	d43a7b3e-71cb-422d-b8e1-afe644f99e3a	sourmash_compute_sketch (SRR4051014_pass)	CACHED	0	2019-03-09 17:56:48.275	28m 54s	3m 52s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
72	d2/eca62f	abf05400-8d66-4faa-86af-0bbb2d2c7e1b	sourmash_compute_sketch (SRR4050450_pass)	CACHED	0	2019-03-09 17:56:48.792	28m 57s	4m 8s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
48	a1/996028	4bec086d-f3cf-402e-98ef-94614c4a4555	sourmash_compute_sketch (SRR4050426_pass)	CACHED	0	2019-03-09 17:56:46.483	12m 3s	2.6s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
65	19/c1eeaf	855c9572-e822-49df-924f-91e931fe5b81	sourmash_compute_sketch (SRR4050442_pass)	CACHED	0	2019-03-09 17:56:48.792	28m 57s	7m 31s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
102	19/c2a151	a6ffc4a2-e539-4fc5-94e7-341db56c6470	sourmash_compute_sketch (SRR4051007_pass)	CACHED	0	2019-03-09 17:56:48.172	28m 53s	1m 44s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
61	d2/756a6d	e825a16a-3c34-4305-a623-75e20a3614c2	sourmash_compute_sketch (SRR4050440_pass)	CACHED	0	2019-03-09 17:56:47.800	12m 11s	4m	0.0%	3.1 MB	19.3 MB	7.5 KB	0
79	a1/3dcca7	9538aeb3-0151-46b6-87d2-00180ad01ab1	sourmash_compute_sketch (SRR4050457_pass)	CACHED	0	2019-03-09 17:56:47.837	12m 11s	8m 7s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
14	99/ebd73e	7f4c48b2-d358-4a74-9fe0-e21a7e1e4917	sourmash_compute_sketch (SRR4050392_pass)	CACHED	0	2019-03-09 17:56:48.669	28m 56s	5m 9s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
69	b5/4e8cca	575ec824-f81d-429a-ba5e-0a0017134e83	sourmash_compute_sketch (SRR4050447_pass)	CACHED	0	2019-03-09 17:56:47.346	12m 7s	5m 4s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
67	8f/ba8411	8f9a4afb-ae1a-4756-8d2a-e331cb930b59	sourmash_compute_sketch (SRR4050446_pass)	CACHED	0	2019-03-09 17:56:47.142	12m 5s	3m 26s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
35	f2/cc12f2	18b8e792-90fa-4966-bfc1-6a27df03abfb	sourmash_compute_sketch (SRR4050413_pass)	CACHED	0	2019-03-09 17:56:49.482	29m	3m 34s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
31	0f/682b6c	8ac2001b-090e-4ea8-93fa-851a313d4a89	sourmash_compute_sketch (SRR4050409_pass)	CACHED	0	2019-03-09 17:56:48.487	28m 56s	3m 8s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
29	67/ea80e0	123c1ee2-781a-464d-8f8e-72f0bf77f99b	sourmash_compute_sketch (SRR4050407_pass)	CACHED	0	2019-03-09 17:56:52.997	29m 15s	3m 15s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
122	74/233606	b4a045c1-e12b-4cf1-acc6-59eac918e29c	sourmash_compute_sketch (SRR4051027_pass)	CACHED	0	2019-03-09 17:56:46.972	12m 4s	5m 4s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
73	6c/ca18df	422cffc8-5171-415c-99df-d4b773fab651	sourmash_compute_sketch (SRR4050451_pass)	CACHED	0	2019-03-09 17:56:47.571	12m 8s	9m 17s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
126	ab/c146ff	df3ab6b4-68a4-4f57-8063-d2c701b2ea39	sourmash_compute_sketch (SRR4051030_pass)	CACHED	0	2019-03-09 17:56:47.371	12m 7s	2m 58s	0.0%	3 MB	19.3 MB	7.5 KB	0
82	19/c873c6	835284e0-43f2-482b-b9d3-2cd00aef2bfb	sourmash_compute_sketch (SRR4050460_pass)	CACHED	0	2019-03-09 17:56:48.037	12m 13s	7m 26s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
98	16/cbda55	2fd18b47-f38c-49ba-a98b-24b3823dd975	sourmash_compute_sketch (SRR4051003_pass)	CACHED	0	2019-03-09 17:56:49.337	29m	2m 14s	0.0%	3 MB	19.3 MB	7.5 KB	0
140	da/f939aa	fa2347a5-2bfc-43cf-9a0c-04ab36dee02a	sourmash_compute_sketch (SRR4051044_pass)	CACHED	0	2019-03-09 17:56:50.146	29m 3s	1m 15s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
78	02/a5d45d	29930d2f-4bfa-4028-92df-767faa35de55	sourmash_compute_sketch (SRR4050456_pass)	CACHED	0	2019-03-09 17:56:50.497	29m 5s	6m 1s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
114	33/080b9f	154747c2-9ce5-482c-b1c4-aa7ad3ed6572	sourmash_compute_sketch (SRR4051019_pass)	CACHED	0	2019-03-09 17:56:47.053	12m 5s	1m 41s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
8	b5/c1b002	38bab17f-8502-40e7-a48b-388920c480a9	sourmash_compute_sketch (SRR4050386_pass)	CACHED	0	2019-03-09 17:56:48.218	28m 54s	4m 51s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
103	35/b1987e	85182b31-50ec-4c10-a563-0be92f3bc624	sourmash_compute_sketch (SRR4051006_pass)	CACHED	0	2019-03-09 17:56:45.759	11m 59s	1m 31s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
64	25/86b5bf	f42684bd-cf32-4e98-8813-edb009a4d5db	sourmash_compute_sketch (SRR4050443_pass)	CACHED	0	2019-03-09 17:56:49.199	28m 59s	4m 4s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
118	6f/15b56f	5e6e097e-b185-46da-aa28-d83ff4d9aaef	sourmash_compute_sketch (SRR4051022_pass)	CACHED	0	2019-03-09 17:56:45.927	12m	4m 4s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
119	5a/8615a7	186a2631-a4ff-4131-968e-68d17d89d291	sourmash_compute_sketch (SRR4051024_pass)	CACHED	0	2019-03-09 17:56:53.451	29m 22s	25.7s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
128	1d/276133	bc536d49-6928-4e19-af57-bdac37f2608d	sourmash_compute_sketch (SRR4051031_pass)	CACHED	0	2019-03-09 17:56:51.782	29m 14s	2m 32s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
42	b0/f08488	46e7a9fa-d9d6-44a0-a2d3-bec49e4914f2	sourmash_compute_sketch (SRR4050420_pass)	CACHED	0	2019-03-09 17:56:48.017	12m 12s	6m 7s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
74	51/131b84	d3e23abc-fb32-4c2f-88b9-e108d9533906	sourmash_compute_sketch (SRR4050452_pass)	CACHED	0	2019-03-09 17:56:47.859	12m 12s	8m 16s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
124	22/b5c233	fb5d7685-be63-4933-bddc-9545b4d105eb	sourmash_compute_sketch (SRR4051026_pass)	CACHED	0	2019-03-09 17:56:49.420	29m	4m 22s	0.0%	3 MB	19.3 MB	7.5 KB	0
116	97/39d200	aadd4434-6ada-49f7-b55e-a1e6991c9907	sourmash_compute_sketch (SRR4051018_pass)	CACHED	0	2019-03-09 17:56:47.688	12m 10s	4m 16s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
21	39/bc76a9	fec3d20c-dd46-488b-943b-b3162ff06b07	sourmash_compute_sketch (SRR4050399_pass)	CACHED	0	2019-03-09 17:56:53.581	29m 24s	5m 57s	0.0%	3 MB	19.3 MB	7.5 KB	0
10	31/9cad0f	c493dda9-f520-4050-b75a-eda985b622fb	sourmash_compute_sketch (SRR4050388_pass)	CACHED	0	2019-03-09 17:56:46.756	12m 4s	3m 24s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
54	ae/83110d	f81ad4e7-ffb5-4cd5-8bbc-142badd77ce0	sourmash_compute_sketch (SRR4050432_pass)	CACHED	0	2019-03-09 17:56:47.054	12m 5s	5m 49s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
24	de/6a3df5	ba7da30e-f6db-4873-bf7c-214d5752978d	sourmash_compute_sketch (SRR4050402_pass)	CACHED	0	2019-03-09 17:56:50.234	29m 3s	4m 11s	0.0%	3 MB	19.3 MB	7.5 KB	0
71	20/d21710	3c87ce97-f1b5-499a-a55d-634ff2d5492a	sourmash_compute_sketch (SRR4050449_pass)	CACHED	0	2019-03-09 17:56:46.171	12m 1s	10m 11s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
66	0c/e54d83	64bc5cc2-a589-48ed-afcf-7878037e05c7	sourmash_compute_sketch (SRR4050444_pass)	CACHED	0	2019-03-09 17:56:45.871	12m	5m 52s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
38	d0/01a22c	e5b1b3b9-f5ff-47cd-817f-a9b1bed761c5	sourmash_compute_sketch (SRR4050416_pass)	CACHED	0	2019-03-09 17:56:47.838	12m 11s	6m	0.0%	3.1 MB	19.3 MB	7.5 KB	0
136	b3/0cd543	150fe0b1-0712-47fb-9c7b-bd70843906df	sourmash_compute_sketch (SRR4051040_pass)	CACHED	0	2019-03-09 17:56:47.394	12m 7s	27.6s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
18	1b/260be2	abce6489-62ab-4677-8446-03d1bab79ca7	sourmash_compute_sketch (SRR4050396_pass)	CACHED	0	2019-03-09 17:56:46.495	12m 3s	5m 20s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
17	32/28b6b4	83300d59-5c23-4109-ad21-366241837685	sourmash_compute_sketch (SRR4050395_pass)	CACHED	0	2019-03-09 17:56:45.840	11m 59s	5m 7s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
88	82/c02ccc	f6b4e54b-0166-42e1-82cf-eb44f35139de	sourmash_compute_sketch (SRR4050466_pass)	CACHED	0	2019-03-09 17:56:46.170	12m 1s	4m 25s	0.0%	3 MB	19.3 MB	7.5 KB	0
117	01/5e98a5	d598c891-45df-4f64-95be-fac2094b9284	sourmash_compute_sketch (SRR4051021_pass)	CACHED	0	2019-03-09 17:56:45.667	11m 58s	4m 6s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
80	9d/198deb	01ff71e9-ac29-4d66-b357-c296e2da6b64	sourmash_compute_sketch (SRR4050458_pass)	CACHED	0	2019-03-09 17:56:48.056	12m 13s	1.3s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
49	2e/381011	f3cc9ccd-2a4b-43de-adcc-65d49dab6fc9	sourmash_compute_sketch (SRR4050427_pass)	CACHED	0	2019-03-09 17:56:49.045	28m 58s	4m 25s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
125	95/fd8387	466cdae5-21f1-4919-b349-a97bb88af393	sourmash_compute_sketch (SRR4051029_pass)	CACHED	0	2019-03-09 17:56:46.830	12m 4s	1m 24s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
95	db/3deeb5	e9ab9e24-f3b5-49f9-bc53-73268695917a	sourmash_compute_sketch (SRR4050997_pass)	CACHED	0	2019-03-09 17:56:50.143	29m 3s	3m 24s	0.0%	3 MB	19.3 MB	7.5 KB	0
44	38/50cc44	19a0a96e-1b3f-4a73-9497-a3f572cc668c	sourmash_compute_sketch (SRR4050421_pass)	CACHED	0	2019-03-09 17:56:46.401	12m 3s	8m	0.0%	3.1 MB	19.3 MB	7.5 KB	0
121	66/35c9b9	ed637750-af9e-4316-857b-72d9e7d3528c	sourmash_compute_sketch (SRR4051025_pass)	CACHED	0	2019-03-09 17:56:49.407	29m	4m 3s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
9	70/f39c1c	fd1ad356-4109-44f3-8088-27cd3dd30430	sourmash_compute_sketch (SRR4050387_pass)	CACHED	0	2019-03-09 17:56:48.291	28m 54s	5m 20s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
132	16/a08c68	ba493b10-42f0-4e87-b0ee-4d345a1dbeb0	sourmash_compute_sketch (SRR4051036_pass)	CACHED	0	2019-03-09 17:56:50.310	29m 4s	49s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
120	07/1759e5	c5ed2b88-80cd-4eab-b7f4-ebf1ca45bba5	sourmash_compute_sketch (SRR4051023_pass)	CACHED	0	2019-03-09 17:56:49.293	29m	4m 14s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
33	50/5d9e91	88f7bb14-994b-450c-9379-4c34bdd75cb5	sourmash_compute_sketch (SRR4050411_pass)	CACHED	0	2019-03-09 17:56:46.515	12m 3s	3m 21s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
101	eb/8a32ba	854ef16f-1eac-48d7-9ad0-7cd9c51e4453	sourmash_compute_sketch (SRR4051005_pass)	CACHED	0	2019-03-09 17:56:46.086	12m	2m 23s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
12	96/4c24f3	0782ee41-0f61-4c4c-bcc5-5b982fcb934a	sourmash_compute_sketch (SRR4050390_pass)	CACHED	0	2019-03-09 17:56:46.254	12m 1s	6m 8s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
165	ee/1a8e80	417d35e5-55ad-4103-9e7b-678ecf0577cf	sourmash_compute_sketch (SRR4051069_pass)	CACHED	0	2019-03-09 17:56:51.204	29m 7s	3m 52s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
133	c8/39977d	c38096a3-ea94-42a8-b9c2-cb582c0e3487	sourmash_compute_sketch (SRR4051037_pass)	CACHED	0	2019-03-09 17:56:50.571	29m 5s	2m 27s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
146	01/3d06d1	cf222156-745f-4265-9664-7f03f64402dc	sourmash_compute_sketch (SRR4051050_pass)	CACHED	0	2019-03-09 17:56:51.367	29m 9s	3m 50s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
