task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	rchar	wchar
321	8d/e15f79	e19b4ceb-b304-46cd-8f93-3cfdf533431d	sourmash_compute_sketch (SRR4052795_pass)	CACHED	0	2019-03-09 17:56:55.361	29m 27s	3m 33s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
336	72/a69488	5d635732-c1af-457d-a479-78857d3ea204	sourmash_compute_sketch (SRR4052810_pass)	CACHED	0	2019-03-09 17:56:53.649	29m 24s	3m 49s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
290	69/17d494	3d137def-f4a5-4fe3-b1da-c8219a90e6df	sourmash_compute_sketch (SRR4052764_pass)	CACHED	0	2019-03-09 17:56:55.244	29m 25s	4m 32s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
281	a8/f58f62	8707c4bf-44ce-483e-b5b7-fbbde60cd124	sourmash_compute_sketch (SRR4052755_pass)	CACHED	0	2019-03-09 17:56:59.721	29m 48s	3m 39s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
301	cc/f2b120	fb4ab52f-fb92-4024-869d-9ab8f79edacd	sourmash_compute_sketch (SRR4052775_pass)	CACHED	0	2019-03-09 17:56:51.315	29m 8s	1m 9s	0.0%	3 MB	19.3 MB	7.5 KB	0
334	59/fd369a	b71c29a9-e48f-42d3-a3ae-85081f55a7ec	sourmash_compute_sketch (SRR4052808_pass)	CACHED	0	2019-03-09 17:57:01.982	29m 55s	4m 4s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
293	b7/bd46a3	317f9cb2-6f78-421e-b376-2bcabf6f2be2	sourmash_compute_sketch (SRR4052767_pass)	CACHED	0	2019-03-09 17:56:51.584	29m 12s	3m 52s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
192	05/fd8579	0778ec69-367f-40c1-b23a-ee90fffd2186	sourmash_compute_sketch (SRR4051096_pass)	CACHED	0	2019-03-09 17:56:51.613	29m 12s	2m 5s	0.0%	3 MB	19.3 MB	7.5 KB	0
287	61/abf1ba	1cca9ac9-7192-4da5-8d7d-12b6e4063ef3	sourmash_compute_sketch (SRR4052761_pass)	CACHED	0	2019-03-09 17:56:50.655	29m 5s	3m 54s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
311	db/809634	95266097-cbc5-416f-9e40-8ff3506b194c	sourmash_compute_sketch (SRR4052785_pass)	CACHED	0	2019-03-09 17:56:49.487	29m 1s	13.4s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
282	a4/2e1869	beb34899-5a87-48aa-8d04-af5883c2d682	sourmash_compute_sketch (SRR4052756_pass)	CACHED	0	2019-03-09 17:56:50.536	29m 5s	3m 14s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
280	3b/de6ec3	4fe61ff0-0a70-43fd-af86-92e9b1d61746	sourmash_compute_sketch (SRR4052754_pass)	CACHED	0	2019-03-09 17:56:52.951	29m 15s	2m 37s	0.0%	3 MB	19.3 MB	7.5 KB	0
314	8c/6da159	9a3c1c6a-bf3b-42f8-98e0-b2c45e1e8b13	sourmash_compute_sketch (SRR4052788_pass)	CACHED	0	2019-03-09 17:56:59.509	29m 45s	4m 52s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
273	44/4a8c18	0333aff9-c401-457d-bd42-1bf8b45bd87c	sourmash_compute_sketch (SRR4052747_pass)	CACHED	0	2019-03-09 17:56:50.416	29m 4s	2m 47s	0.0%	3 MB	19.3 MB	7.5 KB	0
248	23/894ff2	821eecd2-3a1d-4ac3-beb5-5405876bed46	sourmash_compute_sketch (SRR4052722_pass)	CACHED	0	2019-03-09 17:56:53.120	29m 16s	3m 13s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
307	5c/5d2bd7	f74d9081-e539-4393-9b85-dfc72626a377	sourmash_compute_sketch (SRR4052781_pass)	CACHED	0	2019-03-09 17:56:51.321	29m 8s	3m 10s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
264	76/e23607	6ea952c2-e30f-4bad-b7f6-9d17e77a2b6d	sourmash_compute_sketch (SRR4052738_pass)	CACHED	0	2019-03-09 17:56:53.260	29m 19s	3m 17s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
259	c8/6da107	57349185-a8d0-44b6-b6de-9d79f33de61d	sourmash_compute_sketch (SRR4052733_pass)	CACHED	0	2019-03-09 17:56:51.546	29m 11s	1m 44s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
266	72/78705e	161636ee-a3e5-4cf6-b699-26d1503d2d7d	sourmash_compute_sketch (SRR4052740_pass)	CACHED	0	2019-03-09 17:56:58.235	29m 43s	3m 20s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
257	25/d7b4b9	f9ea8e6a-851a-4066-ae78-71ab11deab55	sourmash_compute_sketch (SRR4052731_pass)	CACHED	0	2019-03-09 17:56:51.739	29m 13s	49.7s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
234	19/11c89b	ac9be7a9-9527-498b-9dcd-4ec703c4d353	sourmash_compute_sketch (SRR4052708_pass)	CACHED	0	2019-03-09 17:56:55.744	29m 34s	32.6s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
305	29/790530	27b0a501-6313-40b1-a723-2dc5049e1420	sourmash_compute_sketch (SRR4052779_pass)	CACHED	0	2019-03-09 17:56:51.196	29m 7s	4m 12s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
323	90/6e23e2	8811fcf4-8eee-45ce-9f76-08fbf88e56ae	sourmash_compute_sketch (SRR4052797_pass)	CACHED	0	2019-03-09 17:56:57.231	29m 34s	1m 53s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
340	30/40ebe7	eb72a324-88f3-488c-8042-210aca4e52b5	sourmash_compute_sketch (SRR4052814_pass)	CACHED	0	2019-03-09 17:56:53.437	29m 21s	4m 30s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
181	6e/4c4167	74e7a2dd-fcfb-4ec0-b088-080860b0496c	sourmash_compute_sketch (SRR4051085_pass)	CACHED	0	2019-03-09 17:56:49.549	29m 1s	2m 42s	0.0%	3 MB	19.3 MB	7.5 KB	0
316	19/8e3474	bbc4c8b7-ed3d-4d2f-bfc0-a7697f5478a6	sourmash_compute_sketch (SRR4052790_pass)	CACHED	0	2019-03-09 17:56:51.444	29m 9s	3m 27s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
328	44/77429b	e84997f8-a28a-4399-bea6-2d44e84d8960	sourmash_compute_sketch (SRR4052802_pass)	CACHED	0	2019-03-09 17:56:52.898	29m 14s	3m 30s	0.0%	3 MB	19.3 MB	7.5 KB	0
322	6e/cf29c2	065c7ab4-d9a0-4856-a0de-38f1de09d0c1	sourmash_compute_sketch (SRR4052796_pass)	CACHED	0	2019-03-09 17:57:00.051	29m 50s	3m 31s	0.0%	3 MB	19.3 MB	7.5 KB	0
289	91/e3d56e	69b34df0-4216-4094-a245-775e584b8f5d	sourmash_compute_sketch (SRR4052763_pass)	CACHED	0	2019-03-09 17:56:53.386	29m 21s	4m 11s	0.0%	3 MB	19.3 MB	7.5 KB	0
285	ae/679909	2e03328b-c28d-4c65-a9da-cae123a4a436	sourmash_compute_sketch (SRR4052759_pass)	CACHED	0	2019-03-09 17:56:53.363	29m 20s	4m 20s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
284	56/5775da	cb1d029f-185f-4c26-ad7f-ffc17ed5752a	sourmash_compute_sketch (SRR4052758_pass)	CACHED	0	2019-03-09 17:56:49.170	28m 59s	4m 8s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
228	df/e208d1	18d2e43a-9076-47bb-951d-2449ccb59a7f	sourmash_compute_sketch (SRR4052702_pass)	CACHED	0	2019-03-09 17:56:53.579	29m 24s	1m 51s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
330	f7/75c339	cbc7858f-d62f-437f-ae13-63e0bed6b9be	sourmash_compute_sketch (SRR4052804_pass)	CACHED	0	2019-03-09 17:56:59.839	29m 49s	2m 31s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
352	bb/780be6	1a6639b3-eda9-40a2-af2d-fcfa1db595c6	sourmash_compute_sketch (SRR4052826_pass)	CACHED	0	2019-03-09 17:56:55.754	29m 34s	4m 1s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
320	64/2f2d51	4f67d733-4c53-4765-bab3-d3fa788e994e	sourmash_compute_sketch (SRR4052794_pass)	CACHED	0	2019-03-09 17:56:53.196	29m 18s	3m 43s	0.0%	3 MB	19.3 MB	7.5 KB	0
343	f1/cf9c74	959a3725-9c14-4649-aa10-15febe6795cc	sourmash_compute_sketch (SRR4052817_pass)	CACHED	0	2019-03-09 17:56:55.413	29m 29s	3m 26s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
262	d4/941d2e	2f755ffa-925e-4350-9561-7f630e11e018	sourmash_compute_sketch (SRR4052736_pass)	CACHED	0	2019-03-09 17:57:01.452	29m 53s	3m 45s	0.0%	3 MB	19.3 MB	7.5 KB	0
263	05/6ae1b3	daa3d7c8-1232-4f67-afe3-817a102ef63b	sourmash_compute_sketch (SRR4052737_pass)	CACHED	0	2019-03-09 17:57:01.360	29m 53s	2m 43s	0.0%	3 MB	19.3 MB	7.5 KB	0
327	29/dec4ca	40b13a5b-febd-4de5-9b80-858945f0c630	sourmash_compute_sketch (SRR4052801_pass)	CACHED	0	2019-03-09 17:56:57.538	29m 37s	4m 31s	0.0%	3 MB	19.3 MB	7.5 KB	0
306	4f/3cf2d7	fce32f5a-4fe4-4d2c-8933-b59e613b18d0	sourmash_compute_sketch (SRR4052780_pass)	CACHED	0	2019-03-09 17:56:53.058	29m 16s	1m 31s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
366	38/d7067f	2ce05084-2c8b-4748-8d2d-7819c8178740	sourmash_compute_sketch (SRR4052840_pass)	CACHED	0	2019-03-09 17:56:52.799	29m 14s	4m 32s	0.0%	3 MB	19.3 MB	7.5 KB	0
313	67/4e6899	70f52803-b3d5-46e8-9016-d71293f3c1c3	sourmash_compute_sketch (SRR4052787_pass)	CACHED	0	2019-03-09 17:56:50.334	29m 4s	3m 36s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
342	7e/60de33	ada3e41c-c243-4d3a-bb9f-1b80bc23b0c1	sourmash_compute_sketch (SRR4052816_pass)	CACHED	0	2019-03-09 17:56:53.410	29m 21s	41.4s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
326	b5/4060f4	dce1a85b-efb2-47e3-93c9-0184f945612f	sourmash_compute_sketch (SRR4052800_pass)	CACHED	0	2019-03-09 17:56:53.240	29m 18s	4m 3s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
358	89/7379e1	b8e9d4d6-b13c-4968-a834-d8da01ae5869	sourmash_compute_sketch (SRR4052832_pass)	CACHED	0	2019-03-09 17:56:55.653	29m 33s	3m 15s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
338	90/2a4086	b1f40e37-9967-4d4b-9978-ffe2148fe976	sourmash_compute_sketch (SRR4052812_pass)	CACHED	0	2019-03-09 17:56:52.997	29m 15s	3m 44s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
302	7a/2b47c4	b83e74bb-d9cd-49bb-be03-e59e71ee9d28	sourmash_compute_sketch (SRR4052776_pass)	CACHED	0	2019-03-09 17:56:53.486	29m 22s	3m 40s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
294	08/1bd547	c906b9e3-cee6-426d-beae-17ef9820cf67	sourmash_compute_sketch (SRR4052768_pass)	CACHED	0	2019-03-09 17:56:51.310	29m 7s	4m 14s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
220	e2/c0c2ea	6b30b992-ed33-4bd4-b038-466e8cfc72ab	sourmash_compute_sketch (SRR4052694_pass)	CACHED	0	2019-03-09 17:56:51.379	29m 9s	3m 59s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
329	72/b5725a	cb1516f6-44eb-4267-9540-4dfd2abf61c2	sourmash_compute_sketch (SRR4052803_pass)	CACHED	0	2019-03-09 17:56:57.715	29m 39s	1m 41s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
292	07/44adcc	1a8008f3-ef3d-45fe-9ba3-ac79597f276e	sourmash_compute_sketch (SRR4052766_pass)	CACHED	0	2019-03-09 17:56:53.271	29m 19s	3m 51s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
344	4c/388c00	cf13949f-f34d-42c8-8aed-f32fcd0ebd2a	sourmash_compute_sketch (SRR4052818_pass)	CACHED	0	2019-03-09 17:56:53.628	29m 24s	2m 46s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
300	19/357411	7801cc20-cf3a-404b-b9f8-1034af46a542	sourmash_compute_sketch (SRR4052774_pass)	CACHED	0	2019-03-09 17:56:53.444	29m 21s	3m 30s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
325	bb/220cb6	c0593a70-b2c7-4e31-b596-d026e7eb164e	sourmash_compute_sketch (SRR4052799_pass)	CACHED	0	2019-03-09 17:56:51.672	29m 13s	4m 10s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
312	98/7f5763	1924494d-a3d5-4197-984d-a1614f1e086b	sourmash_compute_sketch (SRR4052786_pass)	CACHED	0	2019-03-09 17:56:53.176	29m 17s	3m 34s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
341	56/ae4f5b	25289ee3-ad09-49b9-87b7-1950cb24b0ed	sourmash_compute_sketch (SRR4052815_pass)	CACHED	0	2019-03-09 17:56:57.090	29m 33s	3m 33s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
385	41/8179d2	9fe6259a-5d15-46c9-9e4f-4ff1a0c64dcf	sourmash_compute_sketch (SRR4052859_pass)	CACHED	0	2019-03-09 17:56:57.680	29m 39s	4m 21s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
380	77/d4542f	3f126fd3-944b-4e3f-bf0d-e66dd04b211d	sourmash_compute_sketch (SRR4052854_pass)	CACHED	0	2019-03-09 17:56:55.687	29m 34s	3m 39s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
283	b1/83fb2d	66d05fb5-bfcd-415c-b15e-7111e4b785c2	sourmash_compute_sketch (SRR4052757_pass)	CACHED	0	2019-03-09 17:56:53.449	29m 22s	3m 56s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
412	4c/ad2a60	34f198fb-3403-465c-9918-ced05528cb75	sourmash_compute_sketch (SRR4052886_pass)	CACHED	0	2019-03-09 17:56:55.165	29m 25s	3m 26s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
349	99/54482f	3e648f59-5e7c-4c4b-9da3-13ac47bd6eb5	sourmash_compute_sketch (SRR4052823_pass)	CACHED	0	2019-03-09 17:56:52.870	29m 14s	4m 11s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
308	21/a123d7	5962d881-d99e-403c-aebf-89bd047569c2	sourmash_compute_sketch (SRR4052782_pass)	CACHED	0	2019-03-09 17:56:55.268	29m 25s	2m 31s	0.0%	3 MB	19.3 MB	7.5 KB	0
337	db/d9a21b	d751be0e-83b2-42e5-b26f-87e9680865cd	sourmash_compute_sketch (SRR4052811_pass)	CACHED	0	2019-03-09 17:56:55.299	29m 26s	3m 27s	0.0%	3 MB	19.3 MB	7.5 KB	0
242	70/9acc70	e6db4d85-5351-472e-b50d-1e63727c7846	sourmash_compute_sketch (SRR4052716_pass)	CACHED	0	2019-03-09 17:56:59.665	29m 48s	3m 58s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
348	29/2ec252	d51b2cc8-d816-4740-bdb7-7121141227ed	sourmash_compute_sketch (SRR4052822_pass)	CACHED	0	2019-03-09 17:56:55.284	29m 26s	1m 57s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
395	4d/aadce4	a5284ab0-8b3b-4ea3-95b5-d1a4f16c55c7	sourmash_compute_sketch (SRR4052869_pass)	CACHED	0	2019-03-09 17:56:55.680	29m 33s	4m 6s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
365	42/34c67f	a08d5e45-27ef-4414-b18f-3932a7f60f32	sourmash_compute_sketch (SRR4052839_pass)	CACHED	0	2019-03-09 17:56:55.312	29m 26s	4m 15s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
299	41/bcb2cc	4672d43d-b95f-43d3-933d-69e69361cae3	sourmash_compute_sketch (SRR4052773_pass)	CACHED	0	2019-03-09 17:56:51.226	29m 7s	2m 24s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
406	ba/1d1ed9	a245659e-502c-4030-80e2-6a4094af20bc	sourmash_compute_sketch (SRR4052880_pass)	CACHED	0	2019-03-09 17:56:59.841	29m 49s	3m 43s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
396	f4/4ecd3c	9386345b-36b5-47bf-ad3d-7302e3ee8b68	sourmash_compute_sketch (SRR4052870_pass)	CACHED	0	2019-03-09 17:57:01.285	29m 52s	3m 27s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
407	cc/cf5b27	fc0329fb-462c-4630-997a-8355a7e15b86	sourmash_compute_sketch (SRR4052881_pass)	CACHED	0	2019-03-09 17:57:01.184	29m 52s	4m 13s	0.0%	3 MB	19.3 MB	7.5 KB	0
383	45/fe352e	a7f4a93d-d85a-4b12-aee3-76269094cbfb	sourmash_compute_sketch (SRR4052857_pass)	CACHED	0	2019-03-09 17:56:55.541	29m 31s	2m 21s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
359	2e/4f6544	191af1ba-1c6d-4e51-b70c-c4a911877c1b	sourmash_compute_sketch (SRR4052833_pass)	CACHED	0	2019-03-09 17:56:51.660	29m 13s	4m 15s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
391	6e/305ce9	629594f0-e4db-48ce-8705-d15fa6be34fb	sourmash_compute_sketch (SRR4052865_pass)	CACHED	0	2019-03-09 17:56:53.041	29m 16s	2m 29s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
332	98/642e4a	f476e177-54e1-4429-8fc1-d247d718d224	sourmash_compute_sketch (SRR4052806_pass)	CACHED	0	2019-03-09 17:56:51.695	29m 13s	4m 20s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
350	ca/dede86	ad2d2487-85b2-4d26-b6a9-a7526b03f923	sourmash_compute_sketch (SRR4052824_pass)	CACHED	0	2019-03-09 17:57:05.778	29m 56s	1m 38s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
346	70/d46474	970f45f4-e02c-4bbc-a5ef-08623f45c04c	sourmash_compute_sketch (SRR4052820_pass)	CACHED	0	2019-03-09 17:56:55.427	29m 29s	2m 17s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
369	f6/116aca	d48875bb-224a-4a15-80d7-a4b9bd183420	sourmash_compute_sketch (SRR4052843_pass)	CACHED	0	2019-03-09 17:56:53.274	29m 19s	3m 36s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
354	ac/3f680f	81ab2830-ee96-420c-b6de-9a4a225b7525	sourmash_compute_sketch (SRR4052828_pass)	CACHED	0	2019-03-09 17:56:57.640	29m 38s	3m 59s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
324	2d/009179	cca0ae46-c727-423d-9076-bfe49db908f3	sourmash_compute_sketch (SRR4052798_pass)	CACHED	0	2019-03-09 17:56:53.378	29m 20s	3m 58s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
360	fb/b75271	c9230b33-bbe7-43e1-8ee6-7951651896ed	sourmash_compute_sketch (SRR4052834_pass)	CACHED	0	2019-03-09 17:56:55.564	29m 31s	3m 58s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
310	01/aca7cf	0a5ba489-ffad-4c70-9681-e8f9c778714c	sourmash_compute_sketch (SRR4052784_pass)	CACHED	0	2019-03-09 17:56:55.318	29m 27s	4m 13s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
401	69/d87344	fd1f1e7e-d24c-44cd-a454-cea4680a38f9	sourmash_compute_sketch (SRR4052875_pass)	CACHED	0	2019-03-09 17:56:55.535	29m 30s	3m 27s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
381	17/ff5a03	a456e2a3-91ef-4463-9312-edf5c8f521b3	sourmash_compute_sketch (SRR4052855_pass)	CACHED	0	2019-03-09 17:56:59.052	29m 42s	4m 54s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
303	ac/e5e3da	7d79774f-4846-4514-9d75-5596022d2048	sourmash_compute_sketch (SRR4052777_pass)	CACHED	0	2019-03-09 17:56:53.315	29m 19s	4m 42s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
425	fe/819ac8	3c7d2ea7-592d-4034-bec8-1c11c0febbbf	sourmash_compute_sketch (SRR4052899_pass)	CACHED	0	2019-03-09 17:57:01.283	29m 52s	3m 32s	0.0%	3 MB	19.3 MB	7.5 KB	0
422	3a/eabd9c	19ba67c5-8975-410c-8a1a-1c87e4808773	sourmash_compute_sketch (SRR4052896_pass)	CACHED	0	2019-03-09 17:56:59.587	29m 47s	4m 52s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
363	03/cad28d	1a04fcb1-a744-49b9-a3bb-43ccf2882a48	sourmash_compute_sketch (SRR4052837_pass)	CACHED	0	2019-03-09 17:56:59.516	29m 46s	3m 58s	0.0%	3 MB	19.3 MB	7.5 KB	0
355	50/9e6bf6	5fad8dd5-89a8-45e5-8eb1-88bf9d22c804	sourmash_compute_sketch (SRR4052829_pass)	CACHED	0	2019-03-09 17:56:55.672	29m 33s	3m 54s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
384	12/5e4a15	44eca526-97d3-494d-b893-bf88ba60bffd	sourmash_compute_sketch (SRR4052858_pass)	CACHED	0	2019-03-09 17:56:55.160	29m 25s	52.6s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
333	b5/54c51d	ef69e499-3be0-4612-9cb1-fa7137e3d5ce	sourmash_compute_sketch (SRR4052807_pass)	CACHED	0	2019-03-09 17:56:52.747	29m 13s	22.9s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
388	ce/612c95	a9248ad6-d1f2-42d5-a367-9867a036ca05	sourmash_compute_sketch (SRR4052862_pass)	CACHED	0	2019-03-09 17:56:55.635	29m 32s	3m 13s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
379	74/e3929b	4581d3f7-816a-4cea-b721-7f075e706257	sourmash_compute_sketch (SRR4052853_pass)	CACHED	0	2019-03-09 17:56:53.283	29m 19s	32.2s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
361	ef/239c0a	8c050c02-85aa-45fe-8260-baabf2e6f368	sourmash_compute_sketch (SRR4052835_pass)	CACHED	0	2019-03-09 17:56:55.401	29m 29s	3m 59s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
405	e4/dfd66c	3300ed55-9fb2-40d3-83ce-3834526944c5	sourmash_compute_sketch (SRR4052879_pass)	CACHED	0	2019-03-09 17:56:55.086	29m 24s	3m 50s	0.0%	3 MB	19.3 MB	7.5 KB	0
424	b7/f9d1f0	10cbf203-3f0d-4662-ac98-c3caf0a95ec4	sourmash_compute_sketch (SRR4052898_pass)	CACHED	0	2019-03-09 17:57:06.761	29m 56s	3m 40s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
368	34/0fff53	b9cbd072-8feb-4476-a341-2926ebddc77a	sourmash_compute_sketch (SRR4052842_pass)	CACHED	0	2019-03-09 17:56:55.502	29m 30s	4m 3s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
315	1b/9eb3db	62435db3-35a9-48fa-841d-bcb5b77640ae	sourmash_compute_sketch (SRR4052789_pass)	CACHED	0	2019-03-09 17:56:53.213	29m 18s	4m 28s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
364	5b/0b269e	d7bda48b-9f29-45d7-8bd9-a29c08dd2f6d	sourmash_compute_sketch (SRR4052838_pass)	CACHED	0	2019-03-09 17:56:53.192	29m 18s	3m 25s	0.0%	3 MB	19.3 MB	7.5 KB	0
386	e7/0cc388	51efce06-f94e-43d7-9981-47b5ec353c4b	sourmash_compute_sketch (SRR4052860_pass)	CACHED	0	2019-03-09 17:56:55.380	29m 28s	3m 41s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
394	f1/3679b5	aa70705b-a256-4d50-a438-83c64a2c0286	sourmash_compute_sketch (SRR4052868_pass)	CACHED	0	2019-03-09 17:56:59.435	29m 44s	1m 36s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
389	8f/525f61	2fa6086c-306b-4bfa-9101-391449df8f5d	sourmash_compute_sketch (SRR4052863_pass)	CACHED	0	2019-03-09 17:56:57.582	29m 37s	29s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
417	50/d7cf1f	6e260fc9-79cc-4344-b571-762b21d9c620	sourmash_compute_sketch (SRR4052891_pass)	CACHED	0	2019-03-09 17:57:01.323	29m 53s	4m 8s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
331	9a/2a4675	da379d50-5252-4aa9-9372-310ee026a32a	sourmash_compute_sketch (SRR4052805_pass)	CACHED	0	2019-03-09 17:56:55.488	29m 30s	2m 46s	0.0%	3 MB	19.3 MB	7.5 KB	0
378	67/c6ba65	dd80b4e9-7de0-4cc0-ae01-fc4030bbe0d6	sourmash_compute_sketch (SRR4052852_pass)	CACHED	0	2019-03-09 17:56:53.030	29m 15s	31s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
362	a3/57d40b	55b1707a-1628-4c56-94bf-55e03210222c	sourmash_compute_sketch (SRR4052836_pass)	CACHED	0	2019-03-09 17:57:01.334	29m 53s	5m	0.0%	3.1 MB	19.3 MB	7.5 KB	0
408	b0/07cfd6	5d3e3eb0-4ae4-474a-88f8-f383a9c1d046	sourmash_compute_sketch (SRR4052882_pass)	CACHED	0	2019-03-09 17:56:55.395	29m 28s	3m	0.0%	3.1 MB	19.3 MB	7.5 KB	0
376	1f/b0f09e	8af4b471-0a38-4781-9b34-6070b4c35f3f	sourmash_compute_sketch (SRR4052850_pass)	CACHED	0	2019-03-09 17:56:59.544	29m 46s	2m 55s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
345	90/5cfb14	d96e77f2-e3f3-4014-aa6b-229634a528ee	sourmash_compute_sketch (SRR4052819_pass)	CACHED	0	2019-03-09 17:56:57.774	29m 41s	3m 8s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
370	2a/bfcb13	89647a94-23e7-43dc-b1cb-78ae9c5167c7	sourmash_compute_sketch (SRR4052844_pass)	CACHED	0	2019-03-09 17:56:59.511	29m 45s	4m 21s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
392	7c/05b713	8caddfce-cc98-412c-b08b-f3e84d0eb339	sourmash_compute_sketch (SRR4052866_pass)	CACHED	0	2019-03-09 17:56:55.379	29m 28s	50.4s	0.0%	3 MB	19.3 MB	7.5 KB	0
430	73/7db479	fce45128-55af-4f77-a95a-357b685b523d	sourmash_compute_sketch (SRR4052904_pass)	CACHED	0	2019-03-09 17:57:03.510	29m 56s	1m 4s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
375	49/0b10da	a6389909-eaed-499b-a8dd-155939747d84	sourmash_compute_sketch (SRR4052849_pass)	CACHED	0	2019-03-09 17:56:57.622	29m 38s	2m 36s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
415	cd/29e48e	40d2ec8d-b17e-45f7-af1c-5f969210dd27	sourmash_compute_sketch (SRR4052889_pass)	CACHED	0	2019-03-09 17:56:53.153	29m 17s	2m 1s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
382	f1/740734	4831b350-8707-4011-82b0-155a0264e694	sourmash_compute_sketch (SRR4052856_pass)	CACHED	0	2019-03-09 17:57:01.457	29m 53s	3m 36s	0.0%	3.1 MB	19.3 MB	7.5 KB	0
